Ligand,Binding Affinity,rmsd/ub, rmsd/lb
refine_model252_ZINC95486094_uff_E=366.82,-4.1,3.259,1.971
refine_model252_ZINC95486102_uff_E=421.07,-4.0,6.2,1.971
refine_model252_ZINC95486291_uff_E=602.91,-1.5,4.8,1.971
refine_model252_ZINC95486323_uff_E=496.22,-5.5,3.702,1.971
refine_model252_ZINC28456059_uff_E=158.90,-5.2,3.356,1.972
refine_model252_ZINC33831303_uff_E=1910.22,-4.8,2.995,1.972
refine_model252_ZINC85967928_uff_E=380.44,-5.6,8.804,1.972
refine_model252_ZINC95485922_uff_E=418.19,-6.4,2.118,1.972
refine_model252_ZINC95485941_uff_E=2248.67,-2.8,2.838,1.973
refine_model252_ZINC95486059_uff_E=256.51,-3.9,5.509,1.973
refine_model252_ZINC95486284_uff_E=404.95,-5.0,3.374,1.973
refine_model252_ZINC95485995_uff_E=749.73,-3.9,4.746,1.974
refine_model252_ZINC95486022_uff_E=451.45,-3.5,7.032,1.975
refine_model252_ZINC14758411_uff_E=267.49,-5.7,7.027,1.976
refine_model252_ZINC95485931_uff_E=267.37,-6.7,3.109,1.976
refine_model252_ZINC95486055_uff_E=266.92,-5.9,9.161,1.976
refine_model252_ZINC95486194_uff_E=583.40,-5.6,3.069,1.976
refine_model252_ZINC95486327_uff_E=616.91,-5.5,8.442,1.976
refine_model252_ZINC06922993_uff_E=1015.86,-2.9,3.811,1.977
refine_model252_ZINC95486086_uff_E=149.22,-5.9,4.548,1.977
refine_model252_ZINC00119988_uff_E=229.27,-6.0,3.096,1.978
refine_model252_ZINC03860433_uff_E=326.21,-5.3,3.329,1.978
refine_model252_ZINC90711737_uff_E=496.62,-3.7,4.859,1.978
refine_model252_ZINC95486103_uff_E=507.73,-2.5,6.547,1.978
refine_model252_ZINC95486279_uff_E=863.39,-3.7,4.122,1.978
refine_model252_ZINC95485888_uff_E=838.20,0.7,3.281,1.979
refine_model252_ZINC95486352_uff_E=276.87,-5.4,7.341,1.979
refine_model252_ZINC05998557_uff_E=312.16,-5.4,7.345,1.98
refine_model252_ZINC95486054_uff_E=346.48,-3.5,4.276,1.98
refine_model252_ZINC14727631_uff_E=455.05,-3.5,2.565,1.981
refine_model252_ZINC95486101_uff_E=519.94,-3.5,6.444,1.981
refine_model252_ZINC00058187_uff_E=127.36,-4.3,3.737,1.983
refine_model252_ZINC14435312_uff_E=321.38,-1.1,5.648,1.983
refine_model252_ZINC95485991_uff_E=506.13,-2.1,2.39,1.983
refine_model252_ZINC05839739_uff_E=622.43,-5.1,3.148,1.984
refine_model252_ZINC31168265_uff_E=362.26,-5.4,3.211,1.984
refine_model252_ZINC38939738_uff_E=720.23,-4.0,7.947,1.984
refine_model252_ZINC95485897_uff_E=284.96,-5.1,5.06,1.984
refine_model252_ZINC95485888_uff_E=838.20,-0.7,10.159,1.985
refine_model252_ZINC01618678_uff_E=539.07,-6.1,2.533,1.986
refine_model252_ZINC05783606_uff_E=353.42,-4.2,2.86,1.986
refine_model252_ZINC13462588_uff_E=413.16,-3.8,4.867,1.986
refine_model252_ZINC95485887_uff_E=806.09,-1.0,10.083,1.986
refine_model252_ZINC95485945_uff_E=154.26,-5.8,7.251,1.986
refine_model252_ZINC95486362_uff_E=1946.02,-4.0,3.058,1.986
refine_model252_ZINC00002054_uff_E=87.66,-4.3,3.898,1.987
refine_model252_ZINC95486059_uff_E=256.51,-5.2,4.847,1.987
refine_model252_ZINC95486122_uff_E=678.15,-4.4,2.63,1.987
refine_model252_ZINC95486157_uff_E=313.11,-5.3,2.399,1.987
refine_model252_ZINC95486366_uff_E=461.72,-3.6,8.203,1.987
refine_model252_ZINC04654685_uff_E=493.15,-4.9,3.591,1.989
refine_model252_ZINC95485967_uff_E=405.15,-5.9,7.185,1.989
refine_model252_ZINC95486127_uff_E=382.26,-5.4,8.627,1.99
refine_model252_ZINC95486228_uff_E=848.96,-4.4,3.224,1.99
refine_model252_ZINC95486271_uff_E=429.43,-3.1,5.662,1.99
refine_model252_ZINC04098020_uff_E=512.60,-4.8,7.32,1.991
refine_model252_ZINC06050191_uff_E=504.84,-5.7,8.026,1.991
refine_model252_ZINC14811038_uff_E=246.19,-5.5,3.105,1.991
refine_model252_ZINC14826756_uff_E=551.21,-5.8,7.569,1.991
refine_model252_ZINC18157343_uff_E=164.71,-4.7,2.663,1.991
refine_model252_ZINC95486276_uff_E=277.90,-5.0,5.296,1.991
refine_model252_ZINC13359041_uff_E=589.27,-4.5,3.134,1.992
refine_model252_ZINC14649032_uff_E=219.63,-4.5,3.114,1.992
refine_model252_ZINC95485889_uff_E=766.27,-3.0,10.225,1.992
refine_model252_ZINC95486094_uff_E=366.82,-4.6,5.831,1.992
refine_model252_ZINC14645975_uff_E=385.32,-4.9,2.55,1.993
refine_model252_ZINC95486133_uff_E=1958.94,-5.4,3.462,1.993
refine_model252_ZINC95486153_uff_E=1891.59,-3.0,3.485,1.993
refine_model252_ZINC95486285_uff_E=329.75,-5.2,6.933,1.993
refine_model252_ZINC95486354_uff_E=666.66,-4.6,4.524,1.993
refine_model252_ZINC14645872_uff_E=536.36,-5.3,6.977,1.994
refine_model252_ZINC95486265_uff_E=249.15,-5.8,2.968,1.994
refine_model252_ZINC03978503_uff_E=309.08,-4.4,3.03,1.995
refine_model252_ZINC13327497_uff_E=254.84,-6.0,3.112,1.995
refine_model252_ZINC95486000_uff_E=660.32,-4.1,4.089,1.995
refine_model252_ZINC95486027_uff_E=381.10,-6.3,3.292,1.995
refine_model252_ZINC05922776_uff_E=653.67,-4.4,6.802,1.996
refine_model252_ZINC06018688_uff_E=360.95,-5.2,8.038,1.996
refine_model252_ZINC14645878_uff_E=533.50,-5.3,6.626,1.996
refine_model252_ZINC24215411_uff_E=417.60,-2.8,6.023,1.996
refine_model252_ZINC73166841_uff_E=212.40,-3.9,4.127,1.996
refine_model252_ZINC85618313_uff_E=590.31,-2.6,6.73,1.996
refine_model252_ZINC95485893_uff_E=362.35,-7.0,3.081,1.996
refine_model252_ZINC14441498_uff_E=540.06,-3.0,8.788,1.997
refine_model252_ZINC14645975_uff_E=385.32,-5.5,7.978,1.997
refine_model252_ZINC85967841_uff_E=394.97,-4.1,3.157,1.997
refine_model252_ZINC13429389_uff_E=1024.62,-3.2,5.415,1.998
refine_model252_ZINC14441500_uff_E=601.46,-4.2,2.858,1.998
refine_model252_ZINC95486103_uff_E=507.73,-1.3,4.327,1.998
refine_model252_ZINC95486261_uff_E=325.88,-2.9,4.648,1.998
refine_model252_ZINC05765089_uff_E=225.74,-5.1,6.374,1.999
refine_model252_ZINC14642643_uff_E=330.99,-3.5,3.282,1.999
refine_model252_ZINC24215411_uff_E=417.60,-4.2,3.401,1.999
refine_model252_ZINC95486037_uff_E=437.41,-3.0,2.933,1.999
refine_model252_ZINC14645876_uff_E=399.41,-5.3,7.238,2.0
refine_model252_ZINC00057733_uff_E=120.51,-4.5,2.463,2.001
refine_model252_ZINC03824868_uff_E=227.90,-4.9,2.013,2.001
refine_model252_ZINC95485915_uff_E=296.59,-6.5,7.414,2.001
refine_model252_ZINC95485929_uff_E=589.20,-4.9,3.774,2.001
refine_model252_ZINC95486033_uff_E=321.17,-6.2,11.168,2.002
refine_model252_ZINC95486352_uff_E=276.87,-5.3,7.106,2.002
refine_model252_ZINC03994271_uff_E=764.68,-3.9,8.154,2.003
refine_model252_ZINC85948413_uff_E=515.65,-3.0,4.468,2.003
refine_model252_ZINC06484605_uff_E=311.22,-5.6,2.738,2.004
refine_model252_ZINC95485941_uff_E=2248.67,-4.1,6.874,2.004
refine_model252_ZINC95486322_uff_E=486.04,-4.1,3.963,2.004
refine_model252_ZINC04095704_uff_E=420.18,-5.8,3.305,2.005
refine_model252_ZINC14689062_uff_E=541.66,-4.8,6.881,2.005
refine_model252_ZINC95485940_uff_E=2217.20,-2.8,6.665,2.005
refine_model252_ZINC95486124_uff_E=468.94,-5.5,9.382,2.005
refine_model252_ZINC95486296_uff_E=299.09,-5.6,3.317,2.005
refine_model252_ZINC95486375_uff_E=463.57,-6.0,9.391,2.005
refine_model252_ZINC95486030_uff_E=610.51,-4.8,7.932,2.006
refine_model252_ZINC95486158_uff_E=832.79,-2.5,4.764,2.006
refine_model252_ZINC95486250_uff_E=642.26,-5.6,3.962,2.006
refine_model252_ZINC95486102_uff_E=421.07,-4.0,5.113,2.007
refine_model252_ZINC95486162_uff_E=539.57,-1.5,3.749,2.007
refine_model252_ZINC95485915_uff_E=296.59,-5.5,2.508,2.008
refine_model252_ZINC95485930_uff_E=704.73,-3.4,10.176,2.008
refine_model252_ZINC95486285_uff_E=329.75,-5.3,6.647,2.008
refine_model252_ZINC14826743_uff_E=611.10,-5.2,7.933,2.009
refine_model252_ZINC03589229_uff_E=175.90,-4.9,2.347,2.01
refine_model252_ZINC05495493_uff_E=482.64,-4.5,6.598,2.01
refine_model252_ZINC06038016_uff_E=532.66,-4.8,3.706,2.01
refine_model252_ZINC13539005_uff_E=377.15,-5.5,6.2,2.01
refine_model252_ZINC05495493_uff_E=482.64,-4.7,3.201,2.011
refine_model252_ZINC95486010_uff_E=506.58,-5.0,3.832,2.011
refine_model252_ZINC00057384_uff_E=242.16,-6.4,3.399,2.012
refine_model252_ZINC01684797_uff_E=393.87,-4.9,3.412,2.012
refine_model252_ZINC03994270_uff_E=680.41,-5.5,8.091,2.012
refine_model252_ZINC95486301_uff_E=890.17,-2.1,6.297,2.013
refine_model252_ZINC95486240_uff_E=82.08,-5.4,2.584,2.015
refine_model252_ZINC13327497_uff_E=254.84,-6.2,8.119,2.016
refine_model252_ZINC95486137_uff_E=503.18,-6.0,7.041,2.016
refine_model252_ZINC95486211_uff_E=588.03,-3.4,3.31,2.016
refine_model252_ZINC95486318_uff_E=427.39,-5.3,3.216,2.016
refine_model252_ZINC01642327_uff_E=409.16,-5.1,6.228,2.017
refine_model252_ZINC05430812_uff_E=473.15,-6.2,4.117,2.019
refine_model252_ZINC13480348_uff_E=384.00,-7.0,2.803,2.019
refine_model252_ZINC43121107_uff_E=287.68,-6.2,2.651,2.019
refine_model252_ZINC05430812_uff_E=473.15,-6.2,7.831,2.02
refine_model252_ZINC14444870_uff_E=220.68,-5.7,6.843,2.02
refine_model252_ZINC14645876_uff_E=399.41,-5.3,7.143,2.02
refine_model252_ZINC95486034_uff_E=295.96,-6.0,3.265,2.02
refine_model252_ZINC95485893_uff_E=362.35,-6.3,3.859,2.021
refine_model252_ZINC95485987_uff_E=303.71,-4.7,2.898,2.021
refine_model252_ZINC43079447_uff_E=365.48,-4.7,7.533,2.022
refine_model252_ZINC95485999_uff_E=642.65,-3.7,3.935,2.022
refine_model252_ZINC95486034_uff_E=295.96,-6.2,10.089,2.022
refine_model252_ZINC03860433_uff_E=326.21,-5.3,3.984,2.023
refine_model252_ZINC14645892_uff_E=483.79,-4.8,3.3,2.023
refine_model252_ZINC38347584_uff_E=555.72,-3.8,7.604,2.023
refine_model252_ZINC14680087_uff_E=99.99,-5.0,4.479,2.024
refine_model252_ZINC95485939_uff_E=2130.39,-2.5,7.832,2.024
refine_model252_ZINC95485953_uff_E=182.04,-5.7,4.368,2.024
refine_model252_ZINC33832344_uff_E=610.34,-4.7,2.741,2.025
refine_model252_ZINC40873959_uff_E=264.21,-4.4,4.118,2.025
refine_model252_ZINC95486024_uff_E=664.20,-3.4,7.345,2.025
refine_model252_ZINC02386253_uff_E=154.65,-5.8,7.666,2.026
refine_model252_ZINC95485883_uff_E=177.25,-5.5,6.185,2.026
refine_model252_ZINC95486296_uff_E=299.09,-5.4,7.562,2.026
refine_model252_ZINC95486366_uff_E=461.72,-5.3,3.465,2.026
refine_model252_ZINC03594643_uff_E=1043.76,-5.7,3.215,2.027
refine_model252_ZINC03871989_uff_E=450.61,-5.1,2.5,2.027
refine_model252_ZINC95486058_uff_E=1846.25,-4.5,6.712,2.028
refine_model252_ZINC95486209_uff_E=412.54,-3.8,2.319,2.028
refine_model252_ZINC14721303_uff_E=628.63,-4.3,7.291,2.029
refine_model252_ZINC95486034_uff_E=295.96,-5.5,10.787,2.029
refine_model252_ZINC00113319_uff_E=477.92,-4.2,5.877,2.03
refine_model252_ZINC04098020_uff_E=512.60,-4.5,3.381,2.031
refine_model252_ZINC13374323_uff_E=319.29,-5.8,8.367,2.031
refine_model252_ZINC95486221_uff_E=790.09,-4.0,3.652,2.031
refine_model252_ZINC00900216_uff_E=456.53,-5.1,6.069,2.034
refine_model252_ZINC95486310_uff_E=433.21,-6.4,6.428,2.034
refine_model252_ZINC00119988_uff_E=229.27,-5.5,7.065,2.035
refine_model252_ZINC28373262_uff_E=176.43,-4.9,6.092,2.036
refine_model252_ZINC34729381_uff_E=385.62,-4.3,3.12,2.036
refine_model252_ZINC95486162_uff_E=539.57,-2.5,3.546,2.037
refine_model252_ZINC95486012_uff_E=529.91,-6.0,7.623,2.038
refine_model252_ZINC95486092_uff_E=1049.98,-5.8,8.269,2.038
refine_model252_ZINC95486234_uff_E=503.72,-4.6,3.734,2.038
refine_model252_ZINC95486367_uff_E=2280.82,-4.2,4.22,2.038
refine_model252_ZINC01597393_uff_E=713.80,-6.2,7.583,2.039
refine_model252_ZINC03872315_uff_E=488.16,-6.1,3.916,2.039
refine_model252_ZINC04098683_uff_E=580.92,-3.6,7.831,2.039
refine_model252_ZINC95486290_uff_E=472.64,-2.9,4.946,2.039
refine_model252_ZINC14645975_uff_E=385.32,-5.5,7.926,2.04
refine_model252_ZINC38143792_uff_E=788.33,-1.3,7.921,2.041
refine_model252_ZINC00113319_uff_E=477.92,-4.3,5.392,2.042
refine_model252_ZINC95486231_uff_E=1028.54,-4.5,6.922,2.042
refine_model252_ZINC95486308_uff_E=142.32,-5.6,8.499,2.042
refine_model252_ZINC95486368_uff_E=2033.25,-5.8,8.78,2.042
refine_model252_ZINC01663629_uff_E=252.58,-5.3,7.547,2.043
refine_model252_ZINC14644461_uff_E=313.95,-5.2,3.078,2.043
refine_model252_ZINC95486095_uff_E=215.39,-5.5,5.282,2.043
refine_model252_ZINC95486296_uff_E=299.09,-6.0,6.915,2.043
refine_model252_ZINC04098248_uff_E=347.00,-3.4,3.361,2.044
refine_model252_ZINC04654685_uff_E=493.15,-5.1,3.232,2.044
refine_model252_ZINC95485987_uff_E=303.71,-6.1,2.95,2.044
refine_model252_ZINC02389301_uff_E=279.02,-4.8,2.73,2.045
refine_model252_ZINC95486057_uff_E=1836.68,-4.9,3.673,2.045
refine_model252_ZINC95486234_uff_E=503.72,-3.0,8.031,2.045
refine_model252_ZINC00119983_uff_E=215.72,-5.4,7.064,2.046
refine_model252_ZINC95486224_uff_E=392.87,-5.4,3.394,2.046
refine_model252_ZINC95486373_uff_E=565.26,-5.3,3.461,2.046
refine_model252_ZINC14490613_uff_E=379.22,-4.4,4.466,2.047
refine_model252_ZINC14760755_uff_E=301.63,-6.9,3.22,2.047
refine_model252_ZINC95486125_uff_E=819.43,-3.4,7.459,2.047
refine_model252_ZINC14645878_uff_E=533.50,-4.9,7.507,2.048
refine_model252_ZINC95486146_uff_E=1981.12,-3.5,6.839,2.048
refine_model252_ZINC13359177_uff_E=493.55,-5.8,3.558,2.049
refine_model252_ZINC85967841_uff_E=394.97,-6.0,3.165,2.049
refine_model252_ZINC95486325_uff_E=511.30,-3.3,2.669,2.049
refine_model252_ZINC95485941_uff_E=2248.67,-2.7,6.786,2.05
refine_model252_ZINC13393275_uff_E=623.94,-3.8,5.609,2.051
refine_model252_ZINC95486070_uff_E=650.50,-4.6,5.333,2.051
refine_model252_ZINC04098287_uff_E=343.60,-3.5,5.454,2.052
refine_model252_ZINC05765089_uff_E=225.74,-5.5,5.7,2.052
refine_model252_ZINC95486193_uff_E=296.26,-5.6,8.344,2.052
refine_model252_ZINC13480348_uff_E=384.00,-7.2,3.145,2.053
refine_model252_ZINC95485888_uff_E=838.20,-1.6,3.274,2.053
refine_model252_ZINC95485901_uff_E=503.57,-3.3,4.631,2.053
refine_model252_ZINC95486364_uff_E=3439.94,-4.8,6.377,2.053
refine_model252_ZINC00058188_uff_E=599.89,-5.6,6.597,2.054
refine_model252_ZINC14642643_uff_E=330.99,-4.0,7.158,2.054
refine_model252_ZINC95485958_uff_E=507.72,-2.8,4.188,2.054
refine_model252_ZINC95486220_uff_E=872.82,-3.6,2.678,2.054
refine_model252_ZINC95486306_uff_E=627.00,-4.9,3.506,2.054
refine_model252_ZINC95485902_uff_E=310.86,-5.1,5.545,2.055
refine_model252_ZINC95485951_uff_E=282.73,-6.1,2.819,2.055
refine_model252_ZINC95486051_uff_E=440.22,-5.8,6.93,2.055
refine_model252_ZINC38658035_uff_E=385.54,-5.6,8.894,2.056
refine_model252_ZINC95486194_uff_E=583.40,-5.8,8.195,2.056
refine_model252_ZINC00898052_uff_E=434.19,-5.0,3.498,2.057
refine_model252_ZINC01721693_uff_E=218.02,-5.2,3.25,2.057
refine_model252_ZINC95485999_uff_E=642.65,-4.7,4.075,2.057
refine_model252_ZINC95486272_uff_E=401.27,-4.1,5.735,2.057
refine_model252_ZINC85999636_uff_E=322.68,-4.7,7.191,2.058
refine_model252_ZINC95485959_uff_E=969.49,-1.1,3.943,2.058
refine_model252_ZINC95486232_uff_E=1699.28,9.1,6.227,2.058
refine_model252_ZINC00119988_uff_E=229.27,-5.7,7.128,2.06
refine_model252_ZINC14826764_uff_E=516.89,-3.4,3.217,2.06
refine_model252_ZINC95486202_uff_E=267.28,-5.5,5.826,2.06
refine_model252_ZINC30726889_uff_E=468.46,-3.8,4.134,2.061
refine_model252_ZINC95485999_uff_E=642.65,-3.9,6.599,2.061
refine_model252_ZINC95486175_uff_E=1073.01,10.3,10.276,2.061
refine_model252_ZINC00900216_uff_E=456.53,-4.7,6.31,2.062
refine_model252_ZINC31168265_uff_E=362.26,-5.5,4.102,2.062
refine_model252_ZINC95486322_uff_E=486.04,-5.7,3.524,2.062
refine_model252_ZINC14614051_uff_E=366.96,-6.1,3.155,2.063
refine_model252_ZINC95485891_uff_E=2331.88,-2.7,7.44,2.063
refine_model252_ZINC95486131_uff_E=500.15,-4.1,3.913,2.063
refine_model252_ZINC95486284_uff_E=404.95,-4.9,7.967,2.063
refine_model252_ZINC00057733_uff_E=120.51,-5.0,2.487,2.064
refine_model252_ZINC95485987_uff_E=303.71,-6.3,2.73,2.064
refine_model252_ZINC95486162_uff_E=539.57,-2.4,7.478,2.064
refine_model252_ZINC95486283_uff_E=370.73,-4.5,3.554,2.064
refine_model252_ZINC14683764_uff_E=527.51,-5.6,4.25,2.065
refine_model252_ZINC15118974_uff_E=193.62,-5.5,5.651,2.065
refine_model252_ZINC95486033_uff_E=321.17,-6.5,11.085,2.065
refine_model252_ZINC95486211_uff_E=588.03,-4.3,3.595,2.065
refine_model252_ZINC13537539_uff_E=585.45,-4.0,3.296,2.068
refine_model252_ZINC14612849_uff_E=807.95,-6.0,7.33,2.068
refine_model252_ZINC95486012_uff_E=529.91,-6.6,7.625,2.068
refine_model252_ZINC95486049_uff_E=361.67,-5.7,3.386,2.068
refine_model252_ZINC95486102_uff_E=421.07,-3.5,6.371,2.068
refine_model252_ZINC95486189_uff_E=441.26,-4.2,8.16,2.068
refine_model252_ZINC02040970_uff_E=121.21,-6.0,6.866,2.069
refine_model252_ZINC14642643_uff_E=330.99,-4.5,7.114,2.069
refine_model252_ZINC95485952_uff_E=198.86,-5.4,6.078,2.069
refine_model252_ZINC95486055_uff_E=266.92,-6.5,8.916,2.069
refine_model252_ZINC95486255_uff_E=573.15,-4.8,3.464,2.069
refine_model252_ZINC00113319_uff_E=477.92,-4.3,5.67,2.07
refine_model252_ZINC95486179_uff_E=2521.44,1.6,3.432,2.07
refine_model252_ZINC85999636_uff_E=322.68,-4.6,7.138,2.071
refine_model252_ZINC95486194_uff_E=583.40,-5.7,8.296,2.071
refine_model252_ZINC31539795_uff_E=564.56,-3.6,6.136,2.072
refine_model252_ZINC13359242_uff_E=525.18,-2.5,3.117,2.073
refine_model252_ZINC15118974_uff_E=193.62,-5.0,2.7,2.073
refine_model252_ZINC31761332_uff_E=599.26,-3.0,4.021,2.073
refine_model252_ZINC95486137_uff_E=503.18,-6.0,2.861,2.074
refine_model252_ZINC95486252_uff_E=677.02,-5.6,5.768,2.074
refine_model252_ZINC95486259_uff_E=515.17,-1.6,5.432,2.074
refine_model252_ZINC95486373_uff_E=565.26,-5.6,2.737,2.074
refine_model252_ZINC06484605_uff_E=311.22,-5.5,7.792,2.075
refine_model252_ZINC00058188_uff_E=599.89,-6.2,3.87,2.076
refine_model252_ZINC95486046_uff_E=2542.93,0.3,10.863,2.076
refine_model252_ZINC01663392_uff_E=325.31,-5.9,2.92,2.077
refine_model252_ZINC13411309_uff_E=651.35,-5.2,2.419,2.077
refine_model252_ZINC95486094_uff_E=366.82,-5.1,3.606,2.077
refine_model252_ZINC04824380_uff_E=434.07,-4.1,3.071,2.078
refine_model252_ZINC95485973_uff_E=462.93,-2.9,8.885,2.078
refine_model252_ZINC01642327_uff_E=409.16,-6.2,5.966,2.079
refine_model252_ZINC14417338_uff_E=357.86,-4.4,8.356,2.079
refine_model252_ZINC95485988_uff_E=379.80,-4.6,5.034,2.079
refine_model252_ZINC95486169_uff_E=407.82,-4.5,5.19,2.079
refine_model252_ZINC00057731_uff_E=408.56,-5.3,2.902,2.08
refine_model252_ZINC03978503_uff_E=309.08,-4.5,8.175,2.08
refine_model252_ZINC33831303_uff_E=1910.22,-5.1,3.653,2.082
refine_model252_ZINC95485992_uff_E=350.39,-6.9,4.074,2.082
refine_model252_ZINC01663631_uff_E=338.85,-5.7,3.279,2.083
refine_model252_ZINC28373262_uff_E=176.43,-4.8,5.68,2.083
refine_model252_ZINC14727631_uff_E=455.05,-5.9,7.8,2.084
refine_model252_ZINC14826764_uff_E=516.89,-6.0,8.054,2.084
refine_model252_ZINC38140514_uff_E=658.43,-5.6,8.109,2.084
refine_model252_ZINC95486137_uff_E=503.18,-6.1,2.923,2.084
refine_model252_ZINC95486348_uff_E=680.71,-3.8,9.375,2.084
refine_model252_ZINC03871358_uff_E=236.09,-6.1,2.418,2.085
refine_model252_ZINC05922776_uff_E=653.67,-4.4,7.314,2.085
refine_model252_ZINC13411309_uff_E=651.35,-5.3,5.529,2.085
refine_model252_ZINC95486144_uff_E=3193.68,-5.2,4.391,2.085
refine_model252_ZINC00113319_uff_E=477.92,-4.2,2.628,2.086
refine_model252_ZINC13359254_uff_E=496.55,-2.6,3.022,2.086
refine_model252_ZINC14727623_uff_E=408.95,-4.4,6.814,2.086
refine_model252_ZINC95485959_uff_E=969.49,0.0,3.93,2.086
refine_model252_ZINC95486058_uff_E=1846.25,-5.2,2.672,2.086
refine_model252_ZINC95486287_uff_E=363.19,-5.3,3.022,2.086
refine_model252_ZINC95486326_uff_E=568.71,-5.0,3.065,2.086
refine_model252_ZINC95486368_uff_E=2033.25,-5.5,9.012,2.086
refine_model252_ZINC95486148_uff_E=161.48,-5.5,5.539,2.087
refine_model252_ZINC95486193_uff_E=296.26,-5.3,8.239,2.087
refine_model252_ZINC04098020_uff_E=512.60,-3.2,7.268,2.088
refine_model252_ZINC04096339_uff_E=207.40,-4.5,6.301,2.089
refine_model252_ZINC04098683_uff_E=580.92,-3.8,7.868,2.089
refine_model252_ZINC43079447_uff_E=365.48,-3.8,7.605,2.089
refine_model252_ZINC95486260_uff_E=363.54,-2.8,4.939,2.089
refine_model252_ZINC95486321_uff_E=557.45,-5.5,3.403,2.089
refine_model252_ZINC95486367_uff_E=2280.82,-4.6,4.317,2.089
refine_model252_ZINC95486314_uff_E=1880.95,-4.2,4.195,2.09
refine_model252_ZINC03869685_uff_E=284.57,-5.2,3.108,2.091
refine_model252_ZINC15121024_uff_E=293.69,-4.6,6.717,2.091
refine_model252_ZINC28456059_uff_E=158.90,-5.1,2.344,2.091
refine_model252_ZINC05849399_uff_E=442.55,-5.5,3.237,2.092
refine_model252_ZINC95485935_uff_E=1980.09,-5.0,7.27,2.092
refine_model252_ZINC95486157_uff_E=313.11,-5.4,3.356,2.092
refine_model252_ZINC95486225_uff_E=525.58,-4.8,4.238,2.092
refine_model252_ZINC95486260_uff_E=363.54,-2.3,3.301,2.092
refine_model252_ZINC00120276_uff_E=133.22,-4.7,3.89,2.093
refine_model252_ZINC06018688_uff_E=360.95,-4.4,2.231,2.093
refine_model252_ZINC15122160_uff_E=500.82,-5.7,7.263,2.093
refine_model252_ZINC95486155_uff_E=583.80,-3.6,3.63,2.094
refine_model252_ZINC14826743_uff_E=611.10,-6.0,7.615,2.095
refine_model252_ZINC95486047_uff_E=226.32,-6.7,9.496,2.095
refine_model252_ZINC95486147_uff_E=3213.22,-4.1,6.801,2.095
refine_model252_ZINC95486186_uff_E=377.15,-4.7,3.506,2.095
refine_model252_ZINC15122160_uff_E=500.82,-4.1,3.546,2.096
refine_model252_ZINC06524916_uff_E=192.42,-5.6,5.81,2.097
refine_model252_ZINC95486306_uff_E=627.00,-5.1,3.41,2.097
refine_model252_ZINC06119190_uff_E=723.33,-6.8,2.332,2.098
refine_model252_ZINC14435312_uff_E=321.38,-1.7,7.521,2.098
refine_model252_ZINC34729381_uff_E=385.62,-3.5,3.604,2.098
refine_model252_ZINC95485881_uff_E=471.05,-5.4,3.221,2.098
refine_model252_ZINC95486069_uff_E=549.55,-5.3,7.721,2.099
refine_model252_ZINC05357841_uff_E=620.81,-4.7,4.143,2.1
refine_model252_ZINC14815320_uff_E=213.98,-5.6,2.301,2.1
refine_model252_ZINC71791185_uff_E=80.53,-5.8,3.159,2.1
refine_model252_ZINC95485897_uff_E=284.96,-5.1,3.144,2.1
refine_model252_ZINC95486149_uff_E=521.70,-3.4,2.917,2.1
refine_model252_ZINC00120276_uff_E=133.22,-4.7,3.254,2.101
refine_model252_ZINC03830747_uff_E=462.37,-3.9,3.441,2.101
refine_model252_ZINC03871576_uff_E=219.30,-5.7,2.188,2.101
refine_model252_ZINC38140514_uff_E=658.43,-4.1,3.752,2.101
refine_model252_ZINC95486014_uff_E=515.27,-6.1,8.247,2.101
refine_model252_ZINC95486326_uff_E=568.71,-5.1,3.944,2.101
refine_model252_ZINC95486209_uff_E=412.54,-5.1,6.333,2.102
refine_model252_ZINC95486243_uff_E=983.92,-0.2,7.537,2.103
refine_model252_ZINC95486283_uff_E=370.73,-4.1,7.895,2.103
refine_model252_ZINC00119988_uff_E=229.27,-6.1,2.763,2.104
refine_model252_ZINC03978503_uff_E=309.08,-4.2,4.388,2.104
refine_model252_ZINC95486022_uff_E=451.45,-4.7,7.343,2.104
refine_model252_ZINC95486146_uff_E=1981.12,-5.6,6.775,2.104
refine_model252_ZINC95486211_uff_E=588.03,-4.6,2.728,2.104
refine_model252_ZINC95486282_uff_E=425.78,-3.2,7.837,2.104
refine_model252_ZINC95486331_uff_E=611.74,-4.7,3.203,2.104
refine_model252_ZINC95486063_uff_E=594.37,-3.8,2.851,2.105
refine_model252_ZINC95486095_uff_E=215.39,-5.8,5.988,2.105
refine_model252_ZINC95486316_uff_E=469.19,-6.2,3.636,2.105
refine_model252_ZINC95486325_uff_E=511.30,-4.6,8.702,2.105
refine_model252_ZINC95486328_uff_E=637.70,-4.5,7.936,2.105
refine_model252_ZINC95486365_uff_E=147.75,-6.2,8.525,2.105
refine_model252_ZINC43069427_uff_E=290.32,-7.1,3.622,2.106
refine_model252_ZINC95485990_uff_E=594.14,-6.5,4.711,2.106
refine_model252_ZINC95486100_uff_E=441.88,-4.3,4.207,2.106
refine_model252_ZINC95486144_uff_E=3193.68,-5.2,4.343,2.106
refine_model252_ZINC95486355_uff_E=443.69,-3.6,7.641,2.106
refine_model252_ZINC14614051_uff_E=366.96,-5.4,3.246,2.107
refine_model252_ZINC95485951_uff_E=282.73,-5.2,3.512,2.107
