Ligand,Binding Affinity,rmsd/ub, rmsd/lb
refine_model252_ZINC15043216_uff_E=331.38,-6.3,2.028,0.069
refine_model252_ZINC00152926_uff_E=103.85,-4.4,3.587,0.077
refine_model252_ZINC95486266_uff_E=295.29,-6.2,1.035,0.086
refine_model252_ZINC14422042_uff_E=231.77,-6.0,1.779,0.103
refine_model252_ZINC00039811_uff_E=82.58,-5.6,1.668,0.109
refine_model252_ZINC18825330_uff_E=283.48,-6.7,1.089,0.111
refine_model252_ZINC01530775_uff_E=260.44,-7.0,8.448,0.113
refine_model252_ZINC14759061_uff_E=338.15,-6.4,1.779,0.129
refine_model252_ZINC00689728_uff_E=387.85,-6.1,5.225,0.138
refine_model252_ZINC14779985_uff_E=334.84,-6.0,2.413,0.15
refine_model252_ZINC95486130_uff_E=422.34,-5.9,2.179,0.177
refine_model252_ZINC14642669_uff_E=346.74,-5.2,2.042,0.248
refine_model252_ZINC95486139_uff_E=1084.04,-4.1,0.258,0.258
refine_model252_ZINC95486109_uff_E=753.42,-6.5,0.265,0.265
refine_model252_ZINC95486056_uff_E=358.82,-5.9,3.043,0.267
refine_model252_ZINC14644461_uff_E=313.95,-5.6,2.564,0.292
refine_model252_ZINC00001504_uff_E=87.25,-4.6,2.432,0.334
refine_model252_ZINC14490611_uff_E=389.47,-5.0,3.307,0.378
refine_model252_ZINC95485897_uff_E=284.96,-5.0,0.38,0.38
refine_model252_ZINC95486276_uff_E=277.90,-4.9,1.055,0.425
refine_model252_ZINC33833639_uff_E=997.51,-7.3,0.439,0.439
refine_model252_ZINC95485902_uff_E=310.86,-5.3,2.018,0.451
refine_model252_ZINC14815320_uff_E=213.98,-5.3,0.462,0.462
refine_model252_ZINC95486146_uff_E=1981.12,-5.4,0.47,0.47
refine_model252_ZINC14952515_uff_E=480.06,-4.4,1.185,0.472
refine_model252_ZINC95486146_uff_E=1981.12,-5.3,0.474,0.474
refine_model252_ZINC95486064_uff_E=855.70,-5.3,0.478,0.478
refine_model252_ZINC00120276_uff_E=133.22,-5.6,2.744,0.482
refine_model252_ZINC95486151_uff_E=459.66,-5.4,0.497,0.497
refine_model252_ZINC95486293_uff_E=292.46,-6.0,1.127,0.504
refine_model252_ZINC95486182_uff_E=1126.23,32.0,10.636,0.552
refine_model252_ZINC95486043_uff_E=2535.23,3.3,1.386,0.561
refine_model252_ZINC95486073_uff_E=1041.30,-7.3,0.561,0.561
refine_model252_ZINC95486181_uff_E=2191.22,-4.5,0.822,0.567
refine_model252_ZINC95486361_uff_E=1898.91,-5.7,0.583,0.583
refine_model252_ZINC95486373_uff_E=565.26,-6.5,0.591,0.591
refine_model252_ZINC95485982_uff_E=2096.13,-6.0,0.704,0.602
refine_model252_ZINC01530331_uff_E=64.33,-4.9,5.339,0.628
refine_model252_ZINC95486161_uff_E=544.20,-1.5,2.319,0.629
refine_model252_ZINC95486062_uff_E=2400.85,-4.1,0.846,0.641
refine_model252_ZINC95486138_uff_E=1027.12,-1.0,0.956,0.645
refine_model252_ZINC33831297_uff_E=413.95,-5.5,0.654,0.648
refine_model252_ZINC14422042_uff_E=231.77,-5.3,1.786,0.652
refine_model252_ZINC95486221_uff_E=790.09,-6.1,0.655,0.655
refine_model252_ZINC95486364_uff_E=3439.94,-4.8,0.66,0.66
refine_model252_ZINC95486143_uff_E=542.16,-5.2,0.686,0.683
refine_model252_ZINC95486361_uff_E=1898.91,-4.9,0.698,0.698
refine_model252_ZINC14759061_uff_E=338.15,-6.2,1.759,0.7
refine_model252_ZINC95486282_uff_E=425.78,-4.5,1.601,0.702
refine_model252_ZINC33833639_uff_E=997.51,-7.7,0.739,0.717
refine_model252_ZINC14759061_uff_E=338.15,-6.2,2.503,0.726
refine_model252_ZINC95485983_uff_E=552.61,-6.2,0.835,0.736
refine_model252_ZINC05158952_uff_E=333.12,-5.1,1.213,0.74
refine_model252_ZINC03978503_uff_E=309.08,-5.6,1.943,0.759
refine_model252_ZINC95486217_uff_E=900.56,-3.1,8.251,0.763
refine_model252_ZINC95485928_uff_E=493.57,-7.9,0.867,0.765
refine_model252_ZINC95486217_uff_E=900.56,-3.1,3.088,0.765
refine_model252_ZINC06018563_uff_E=268.41,-6.2,1.81,0.77
refine_model252_ZINC13328057_uff_E=406.46,-4.6,3.53,0.787
refine_model252_ZINC95486131_uff_E=500.15,-5.2,2.038,0.808
refine_model252_ZINC14611375_uff_E=907.48,-4.7,0.809,0.809
refine_model252_ZINC05765089_uff_E=225.74,-6.3,5.447,0.812
refine_model252_ZINC95486002_uff_E=624.11,-3.0,1.25,0.816
refine_model252_ZINC06091807_uff_E=148.35,-6.6,9.34,0.821
refine_model252_ZINC95486047_uff_E=226.32,-6.5,1.877,0.822
refine_model252_ZINC01724917_uff_E=397.37,-6.3,5.674,0.828
refine_model252_ZINC33833639_uff_E=997.51,-6.4,0.848,0.831
refine_model252_ZINC15156307_uff_E=568.52,-5.7,0.998,0.833
refine_model252_ZINC95486253_uff_E=689.76,-5.8,1.022,0.847
refine_model252_ZINC03860433_uff_E=326.21,-5.4,2.178,0.85
refine_model252_ZINC95485900_uff_E=1938.98,-2.0,1.025,0.85
refine_model252_ZINC95486131_uff_E=500.15,-5.0,2.922,0.863
refine_model252_ZINC01684797_uff_E=393.87,-3.4,0.879,0.878
refine_model252_ZINC95486168_uff_E=366.10,-4.9,3.252,0.878
refine_model252_ZINC95486259_uff_E=515.17,-1.5,2.003,0.883
refine_model252_ZINC95486338_uff_E=353.33,-3.2,2.461,0.884
refine_model252_ZINC31168265_uff_E=362.26,-6.9,0.976,0.885
refine_model252_ZINC95486335_uff_E=410.83,-5.7,2.199,0.89
refine_model252_ZINC95485979_uff_E=1147.01,-0.7,1.242,0.892
refine_model252_ZINC43079447_uff_E=365.48,-5.9,1.369,0.896
refine_model252_ZINC95485902_uff_E=310.86,-5.2,2.166,0.897
refine_model252_ZINC95486029_uff_E=380.44,-4.5,6.074,0.898
refine_model252_ZINC82189149_uff_E=99.07,-5.8,2.347,0.901
refine_model252_ZINC00113319_uff_E=446.92,-4.8,0.933,0.907
refine_model252_ZINC95485955_uff_E=380.31,-5.4,6.483,0.915
refine_model252_ZINC14644461_uff_E=313.95,-5.5,2.794,0.919
refine_model252_ZINC02386253_uff_E=154.65,-6.5,2.476,0.92
refine_model252_ZINC14645872_uff_E=536.36,-5.4,2.183,0.92
refine_model252_ZINC00898100_uff_E=451.91,-5.9,6.091,0.922
refine_model252_ZINC95486051_uff_E=440.22,-4.5,1.354,0.929
refine_model252_ZINC14642643_uff_E=330.99,-5.3,2.219,0.933
refine_model252_ZINC06404152_uff_E=513.71,-5.9,2.717,0.936
refine_model252_ZINC95486238_uff_E=81.85,-5.9,1.449,0.953
refine_model252_ZINC14686464_uff_E=560.92,-5.3,1.253,0.956
refine_model252_ZINC14686464_uff_E=560.92,-6.0,1.506,0.957
refine_model252_ZINC28969961_uff_E=500.48,-4.4,1.04,0.959
refine_model252_ZINC95486201_uff_E=625.81,-4.7,0.974,0.96
refine_model252_ZINC95486138_uff_E=1027.12,-2.7,1.107,0.961
refine_model252_ZINC95486330_uff_E=456.17,-5.6,2.462,0.968
refine_model252_ZINC00120283_uff_E=319.57,-5.7,4.846,0.969
refine_model252_ZINC01724917_uff_E=397.37,-6.2,2.246,0.969
refine_model252_ZINC06523722_uff_E=263.04,-5.2,4.639,0.973
refine_model252_ZINC00898100_uff_E=451.91,-6.1,2.498,0.974
refine_model252_ZINC95486137_uff_E=503.18,-6.6,2.21,0.975
refine_model252_ZINC14645874_uff_E=466.25,-4.9,2.619,0.985
refine_model252_ZINC95485902_uff_E=310.86,-5.0,5.504,0.987
refine_model252_ZINC57986567_uff_E=82.22,-4.3,3.372,0.99
refine_model252_ZINC95486107_uff_E=922.87,-6.7,1.139,0.992
refine_model252_ZINC06524916_uff_E=192.42,-5.6,5.223,0.995
refine_model252_ZINC14490611_uff_E=389.47,-5.1,4.639,0.996
refine_model252_ZINC95486087_uff_E=179.43,-6.3,1.628,0.996
refine_model252_ZINC15250727_uff_E=453.73,-5.1,1.044,0.999
refine_model252_ZINC95485899_uff_E=2099.07,-5.5,2.031,1.004
refine_model252_ZINC95486149_uff_E=521.70,-3.7,3.133,1.006
refine_model252_ZINC05962585_uff_E=168.49,-6.0,2.315,1.011
refine_model252_ZINC14641685_uff_E=376.48,-3.5,1.341,1.014
refine_model252_ZINC95486086_uff_E=149.22,-6.3,1.501,1.014
refine_model252_ZINC95486086_uff_E=149.22,-6.3,9.014,1.014
refine_model252_ZINC00057731_uff_E=408.56,-5.0,4.555,1.023
refine_model252_ZINC95486280_uff_E=516.58,-4.8,6.001,1.023
refine_model252_ZINC03861087_uff_E=162.06,-6.2,1.945,1.028
refine_model252_ZINC05452752_uff_E=457.96,-4.9,5.892,1.034
refine_model252_ZINC95486206_uff_E=491.16,-5.5,2.631,1.034
refine_model252_ZINC95486129_uff_E=419.78,-4.6,2.078,1.038
refine_model252_ZINC05922776_uff_E=653.67,-4.8,2.387,1.043
refine_model252_ZINC06018566_uff_E=114.83,-5.0,2.577,1.043
refine_model252_ZINC95486348_uff_E=680.71,-6.2,1.819,1.046
refine_model252_ZINC95486283_uff_E=370.73,-4.0,1.079,1.048
refine_model252_ZINC04716567_uff_E=644.13,-5.4,7.534,1.051
refine_model252_ZINC01724917_uff_E=397.37,-5.7,6.153,1.052
refine_model252_ZINC04098683_uff_E=580.92,-4.4,2.299,1.054
refine_model252_ZINC13411589_uff_E=1015.29,-4.3,7.251,1.054
refine_model252_ZINC95486197_uff_E=993.31,-3.6,1.33,1.054
refine_model252_ZINC95486351_uff_E=263.38,-5.1,2.463,1.056
refine_model252_ZINC28456059_uff_E=158.90,-5.1,1.343,1.057
refine_model252_ZINC15250727_uff_E=462.39,-5.0,1.085,1.061
refine_model252_ZINC95486163_uff_E=532.66,-3.2,2.48,1.064
refine_model252_ZINC95485916_uff_E=279.11,-5.7,1.482,1.069
refine_model252_ZINC95486029_uff_E=380.44,-4.6,4.864,1.07
refine_model252_ZINC14689062_uff_E=541.66,-5.2,1.315,1.071
refine_model252_ZINC95486209_uff_E=412.54,-5.2,3.285,1.073
refine_model252_ZINC14444870_uff_E=220.68,-5.8,2.764,1.079
refine_model252_ZINC95486173_uff_E=746.37,-3.6,1.208,1.08
refine_model252_ZINC95486271_uff_E=429.43,-4.2,2.21,1.08
refine_model252_ZINC00898100_uff_E=451.91,-5.9,5.58,1.081
refine_model252_ZINC01663628_uff_E=340.48,-5.5,1.528,1.081
refine_model252_ZINC00002054_uff_E=87.66,-4.8,2.209,1.083
refine_model252_ZINC13372804_uff_E=650.14,-5.3,2.567,1.085
refine_model252_ZINC95486019_uff_E=581.35,-3.3,2.477,1.085
refine_model252_ZINC95486151_uff_E=459.66,-4.5,1.134,1.085
refine_model252_ZINC95486080_uff_E=474.90,-6.0,1.536,1.091
refine_model252_ZINC33950770_uff_E=80.08,-4.9,4.635,1.092
refine_model252_ZINC95486239_uff_E=275.34,-6.0,2.442,1.093
refine_model252_ZINC05849017_uff_E=561.31,-4.6,2.742,1.095
refine_model252_ZINC14680087_uff_E=99.99,-5.1,2.982,1.095
refine_model252_ZINC71791185_uff_E=80.53,-6.1,1.607,1.095
refine_model252_ZINC01530331_uff_E=64.33,-5.1,5.03,1.099
refine_model252_ZINC95485922_uff_E=418.19,-5.9,1.381,1.1
refine_model252_ZINC15121564_uff_E=545.92,-6.0,2.895,1.103
refine_model252_ZINC95486056_uff_E=358.82,-5.2,3.377,1.104
refine_model252_ZINC95486051_uff_E=440.22,-5.7,2.401,1.105
refine_model252_ZINC95486128_uff_E=413.53,-5.2,2.302,1.105
refine_model252_ZINC19366648_uff_E=261.79,-5.6,7.611,1.108
refine_model252_ZINC05765089_uff_E=225.74,-4.8,1.151,1.11
refine_model252_ZINC53296154_uff_E=141.23,-5.0,1.437,1.11
refine_model252_ZINC95486192_uff_E=1099.28,9.5,10.219,1.11
refine_model252_ZINC95486256_uff_E=562.55,-5.1,2.221,1.112
refine_model252_ZINC95486077_uff_E=474.23,-7.0,1.687,1.114
refine_model252_ZINC19366648_uff_E=261.79,-6.0,8.211,1.116
refine_model252_ZINC82189149_uff_E=99.07,-5.2,2.454,1.116
refine_model252_ZINC95486217_uff_E=900.56,-0.1,8.299,1.116
refine_model252_ZINC05063215_uff_E=125.73,-5.0,4.265,1.118
refine_model252_ZINC00900182_uff_E=663.20,-5.2,6.065,1.123
refine_model252_ZINC14506940_uff_E=240.72,-6.1,1.832,1.123
refine_model252_ZINC95486314_uff_E=1880.95,-4.9,2.898,1.123
refine_model252_ZINC04098020_uff_E=512.60,-3.7,2.708,1.128
refine_model252_ZINC95486059_uff_E=256.51,-5.6,3.911,1.128
refine_model252_ZINC95486061_uff_E=203.88,-6.1,2.322,1.128
refine_model252_ZINC05758645_uff_E=168.61,-6.2,2.143,1.132
refine_model252_ZINC95486015_uff_E=531.61,-4.5,9.325,1.132
refine_model252_ZINC00900216_uff_E=456.53,-4.8,5.454,1.134
refine_model252_ZINC01530775_uff_E=260.44,-5.8,8.093,1.134
refine_model252_ZINC02040970_uff_E=121.21,-5.9,1.9,1.134
refine_model252_ZINC13365918_uff_E=465.14,-5.6,1.737,1.134
refine_model252_ZINC95485923_uff_E=385.85,-3.1,2.181,1.134
refine_model252_ZINC00058187_uff_E=127.36,-4.8,4.982,1.135
refine_model252_ZINC14952515_uff_E=480.06,-3.8,2.349,1.136
refine_model252_ZINC95485945_uff_E=154.26,-6.4,1.605,1.136
refine_model252_ZINC13328057_uff_E=406.46,-5.0,5.907,1.144
refine_model252_ZINC95486071_uff_E=1071.44,-5.6,1.306,1.146
refine_model252_ZINC00035526_uff_E=610.46,-5.5,2.776,1.148
refine_model252_ZINC01642327_uff_E=409.16,-6.4,2.826,1.148
refine_model252_ZINC95486119_uff_E=1078.97,-3.7,1.432,1.148
refine_model252_ZINC95486010_uff_E=506.58,-5.2,9.154,1.15
refine_model252_ZINC05849017_uff_E=561.31,-4.8,2.822,1.151
refine_model252_ZINC14645892_uff_E=483.79,-4.8,2.696,1.151
refine_model252_ZINC95486322_uff_E=486.04,-5.5,1.985,1.151
refine_model252_ZINC95486017_uff_E=527.07,-1.0,3.174,1.153
refine_model252_ZINC95486038_uff_E=2179.78,-3.1,1.256,1.153
refine_model252_ZINC95486060_uff_E=167.94,-6.2,2.445,1.153
refine_model252_ZINC95486238_uff_E=81.85,-5.8,9.201,1.153
refine_model252_ZINC15122269_uff_E=579.33,-4.2,6.53,1.154
refine_model252_ZINC73166841_uff_E=212.40,-4.4,3.135,1.156
refine_model252_ZINC15120569_uff_E=240.89,-5.5,2.348,1.157
refine_model252_ZINC95486371_uff_E=3245.74,-4.3,2.517,1.157
refine_model252_ZINC13327497_uff_E=254.84,-6.4,1.268,1.158
refine_model252_ZINC95486317_uff_E=491.61,-5.4,1.983,1.161
refine_model252_ZINC03978503_uff_E=309.08,-5.1,1.839,1.162
refine_model252_ZINC85909641_uff_E=470.16,-5.5,1.598,1.164
refine_model252_ZINC95486128_uff_E=413.53,-5.6,2.214,1.166
refine_model252_ZINC95486321_uff_E=557.45,-5.5,3.124,1.166
refine_model252_ZINC00001969_uff_E=254.97,-4.3,1.353,1.169
refine_model252_ZINC24554044_uff_E=283.36,-4.8,3.754,1.175
refine_model252_ZINC95485955_uff_E=380.31,-4.9,3.533,1.175
refine_model252_ZINC95486247_uff_E=915.90,-4.7,1.558,1.179
refine_model252_ZINC03872315_uff_E=488.16,-6.1,2.917,1.18
refine_model252_ZINC95485935_uff_E=1980.09,-5.5,1.547,1.18
refine_model252_ZINC03594643_uff_E=1043.76,-5.8,1.54,1.182
refine_model252_ZINC14618437_uff_E=504.53,-4.4,2.69,1.183
refine_model252_ZINC95485947_uff_E=581.17,-3.9,2.213,1.185
refine_model252_ZINC28456059_uff_E=158.90,-5.7,5.086,1.186
refine_model252_ZINC95486035_uff_E=333.48,-5.8,2.056,1.187
refine_model252_ZINC85967818_uff_E=378.72,-6.3,1.807,1.189
refine_model252_ZINC95486328_uff_E=637.70,-4.4,2.86,1.19
refine_model252_ZINC95486375_uff_E=463.57,-5.9,1.505,1.191
refine_model252_ZINC95486173_uff_E=746.37,-5.9,1.653,1.192
refine_model252_ZINC13382373_uff_E=212.19,-5.4,6.695,1.193
refine_model252_ZINC95485906_uff_E=437.53,-6.0,2.022,1.197
refine_model252_ZINC13359254_uff_E=496.55,-2.3,2.923,1.198
refine_model252_ZINC18825330_uff_E=283.48,-5.7,2.481,1.198
refine_model252_ZINC95486255_uff_E=573.15,-4.9,2.774,1.198
refine_model252_ZINC57986567_uff_E=82.22,-4.0,3.237,1.199
refine_model252_ZINC95486012_uff_E=529.91,-5.0,1.273,1.2
refine_model252_ZINC33832344_uff_E=610.34,-5.8,1.409,1.201
refine_model252_ZINC95486061_uff_E=203.88,-6.0,1.533,1.204
refine_model252_ZINC19366648_uff_E=261.79,-5.9,7.584,1.206
refine_model252_ZINC95486370_uff_E=3287.49,-4.2,2.491,1.206
refine_model252_ZINC14721302_uff_E=528.10,-4.7,5.919,1.208
refine_model252_ZINC95485993_uff_E=741.58,-3.7,1.791,1.208
refine_model252_ZINC00013246_uff_E=69.50,-4.5,2.16,1.21
refine_model252_ZINC18847044_uff_E=271.67,-5.8,2.265,1.21
refine_model252_ZINC40422816_uff_E=376.50,-5.7,2.076,1.211
refine_model252_ZINC95485935_uff_E=1980.09,-6.0,1.293,1.211
refine_model252_ZINC06018566_uff_E=114.83,-4.7,2.624,1.212
refine_model252_ZINC95486108_uff_E=507.74,-4.8,1.679,1.213
refine_model252_ZINC95486049_uff_E=361.67,-4.7,4.557,1.214
refine_model252_ZINC15121560_uff_E=471.92,-6.1,2.947,1.215
refine_model252_ZINC00001504_uff_E=87.25,-4.6,2.873,1.216
refine_model252_ZINC53194131_uff_E=590.10,-5.3,5.217,1.216
refine_model252_ZINC14490613_uff_E=379.22,-4.4,1.584,1.221
refine_model252_ZINC01597393_uff_E=713.80,-6.7,2.367,1.222
refine_model252_ZINC18847044_uff_E=271.67,-5.5,1.641,1.222
refine_model252_ZINC95485948_uff_E=954.55,-4.8,2.186,1.222
refine_model252_ZINC82189149_uff_E=99.07,-5.7,9.009,1.225
refine_model252_ZINC05839739_uff_E=622.43,-5.6,1.435,1.228
refine_model252_ZINC03871989_uff_E=450.61,-6.0,1.545,1.229
refine_model252_ZINC95486223_uff_E=761.55,-3.1,8.421,1.229
refine_model252_ZINC13485435_uff_E=549.81,-7.4,1.687,1.231
refine_model252_ZINC95485970_uff_E=426.56,-4.0,2.027,1.231
refine_model252_ZINC95486118_uff_E=1060.22,-1.2,1.467,1.232
refine_model252_ZINC14684215_uff_E=368.35,-5.5,2.079,1.233
refine_model252_ZINC43121107_uff_E=287.68,-7.0,1.299,1.234
refine_model252_ZINC85967841_uff_E=394.97,-6.4,1.569,1.236
refine_model252_ZINC95486237_uff_E=275.43,-6.1,2.261,1.236
refine_model252_ZINC14721303_uff_E=628.63,-4.3,7.208,1.238
refine_model252_ZINC95485918_uff_E=367.14,-4.6,7.53,1.239
refine_model252_ZINC73195993_uff_E=159.03,-4.5,1.28,1.24
refine_model252_ZINC14758411_uff_E=267.49,-5.9,1.511,1.243
refine_model252_ZINC43606073_uff_E=152.25,-6.2,2.773,1.244
refine_model252_ZINC95486127_uff_E=382.26,-6.3,2.099,1.244
refine_model252_ZINC14760755_uff_E=301.63,-6.4,1.901,1.245
refine_model252_ZINC95486264_uff_E=584.05,-6.4,2.474,1.245
refine_model252_ZINC95486308_uff_E=142.32,-5.6,2.354,1.245
refine_model252_ZINC19366648_uff_E=261.79,-5.9,2.8,1.246
refine_model252_ZINC18185774_uff_E=225.33,-5.3,1.742,1.247
refine_model252_ZINC14645878_uff_E=533.50,-5.6,1.996,1.251
refine_model252_ZINC95485959_uff_E=969.49,0.0,1.662,1.251
refine_model252_ZINC95486255_uff_E=573.15,-4.7,2.002,1.251
refine_model252_ZINC14645874_uff_E=466.25,-4.7,6.802,1.252
refine_model252_ZINC38628344_uff_E=352.93,-3.3,6.91,1.253
refine_model252_ZINC82189149_uff_E=99.07,-5.5,2.278,1.253
refine_model252_ZINC95486098_uff_E=165.56,-3.0,2.689,1.253
refine_model252_ZINC01663628_uff_E=340.48,-5.7,1.653,1.254
refine_model252_ZINC13429389_uff_E=1024.62,-4.2,3.755,1.255
refine_model252_ZINC95486163_uff_E=532.66,-1.6,2.076,1.255
refine_model252_ZINC95485944_uff_E=1024.07,-4.7,1.822,1.256
refine_model252_ZINC01618678_uff_E=539.07,-5.9,8.488,1.258
refine_model252_ZINC95485881_uff_E=471.05,-6.0,2.872,1.258
refine_model252_ZINC95486030_uff_E=610.51,-5.7,1.567,1.259
refine_model252_ZINC95486372_uff_E=2274.37,-6.0,2.602,1.26
refine_model252_ZINC00120283_uff_E=319.57,-5.3,2.108,1.261
refine_model252_ZINC03873071_uff_E=138.97,-5.2,2.025,1.263
refine_model252_ZINC34006254_uff_E=126.41,-5.0,6.837,1.265
refine_model252_ZINC13485435_uff_E=549.81,-7.4,1.753,1.266
refine_model252_ZINC15120680_uff_E=347.98,-6.5,3.046,1.266
refine_model252_ZINC95486080_uff_E=474.90,-5.3,1.964,1.268
refine_model252_ZINC14435101_uff_E=824.66,-4.3,1.669,1.269
refine_model252_ZINC95486086_uff_E=149.22,-6.4,8.63,1.269
refine_model252_ZINC95486301_uff_E=890.17,-3.5,1.452,1.272
refine_model252_ZINC95485884_uff_E=245.92,-5.4,2.765,1.274
refine_model252_ZINC95486034_uff_E=295.96,-6.9,1.887,1.274
refine_model252_ZINC95486191_uff_E=471.16,-4.7,5.509,1.275
refine_model252_ZINC14825190_uff_E=504.41,-2.4,9.446,1.276
refine_model252_ZINC95486050_uff_E=388.95,-5.7,2.557,1.277
refine_model252_ZINC95486353_uff_E=521.20,-4.1,2.15,1.277
refine_model252_ZINC05854604_uff_E=708.97,-6.5,7.443,1.278
refine_model252_ZINC05854604_uff_E=708.97,-5.8,7.514,1.281
refine_model252_ZINC06920379_uff_E=73.56,-5.5,2.117,1.282
refine_model252_ZINC95486166_uff_E=643.76,-4.0,2.466,1.283
refine_model252_ZINC95486311_uff_E=128.45,-6.0,2.141,1.283
refine_model252_ZINC13382373_uff_E=212.19,-5.5,6.95,1.285
refine_model252_ZINC15120572_uff_E=241.83,-5.4,2.381,1.287
refine_model252_ZINC95486238_uff_E=81.85,-5.4,2.081,1.287
refine_model252_ZINC95486016_uff_E=557.61,-4.4,9.306,1.288
refine_model252_ZINC95486013_uff_E=470.65,-5.8,1.443,1.289
refine_model252_ZINC01724917_uff_E=397.37,-5.6,1.351,1.291
refine_model252_ZINC06091807_uff_E=148.35,-7.1,8.974,1.291
refine_model252_ZINC00057733_uff_E=120.51,-4.7,5.074,1.293
refine_model252_ZINC01651170_uff_E=410.54,-6.2,2.767,1.293
refine_model252_ZINC15122269_uff_E=579.33,-5.2,2.009,1.295
refine_model252_ZINC95486167_uff_E=250.87,-4.0,4.836,1.295
refine_model252_ZINC13359134_uff_E=555.45,-2.2,2.932,1.296
refine_model252_ZINC95485932_uff_E=629.42,-5.9,1.676,1.296
refine_model252_ZINC95486213_uff_E=179.06,-5.5,3.174,1.296
refine_model252_ZINC14645888_uff_E=408.56,-5.4,2.054,1.297
refine_model252_ZINC15120587_uff_E=371.59,-6.6,2.209,1.3
refine_model252_ZINC18847046_uff_E=373.19,-5.0,1.568,1.305
refine_model252_ZINC00057733_uff_E=120.51,-5.2,1.489,1.306
refine_model252_ZINC00057733_uff_E=120.51,-5.1,4.895,1.306
refine_model252_ZINC95486252_uff_E=677.02,-4.9,2.732,1.307
refine_model252_ZINC13328057_uff_E=406.46,-4.6,5.017,1.308
refine_model252_ZINC14490611_uff_E=389.47,-5.0,5.732,1.311
refine_model252_ZINC95486360_uff_E=610.58,-5.9,1.907,1.311
refine_model252_ZINC95485899_uff_E=2099.07,-6.3,2.82,1.313
refine_model252_ZINC03978503_uff_E=309.08,-5.1,2.258,1.314
refine_model252_ZINC95486167_uff_E=250.87,-3.4,5.688,1.317
refine_model252_ZINC95486311_uff_E=128.45,-6.0,2.32,1.317
refine_model252_ZINC95486086_uff_E=149.22,-6.1,1.915,1.318
refine_model252_ZINC95486049_uff_E=361.67,-6.0,2.535,1.321
refine_model252_ZINC14586037_uff_E=348.72,-4.9,6.055,1.322
refine_model252_ZINC95486309_uff_E=308.48,-5.5,2.213,1.322
refine_model252_ZINC28462577_uff_E=482.34,-8.0,2.057,1.324
refine_model252_ZINC14441500_uff_E=601.46,-4.2,2.064,1.326
refine_model252_ZINC14642643_uff_E=330.99,-3.9,2.181,1.326
refine_model252_ZINC95486129_uff_E=419.78,-4.9,3.177,1.328
refine_model252_ZINC95485992_uff_E=350.39,-6.6,2.002,1.33
refine_model252_ZINC95486263_uff_E=535.27,-8.5,2.028,1.33
refine_model252_ZINC95486191_uff_E=471.16,-5.2,5.617,1.331
refine_model252_ZINC38362222_uff_E=815.50,-4.2,1.864,1.333
refine_model252_ZINC95486363_uff_E=3764.25,-2.8,4.455,1.333
refine_model252_ZINC15122269_uff_E=579.33,-3.8,7.69,1.334
refine_model252_ZINC00057733_uff_E=120.51,-4.8,5.451,1.335
refine_model252_ZINC95485957_uff_E=372.52,-4.7,3.762,1.338
refine_model252_ZINC95486060_uff_E=167.94,-6.3,1.833,1.339
refine_model252_ZINC33950770_uff_E=80.08,-5.0,2.024,1.341
refine_model252_ZINC14811038_uff_E=246.19,-5.9,2.104,1.342
refine_model252_ZINC95485942_uff_E=2346.92,-4.4,7.421,1.342
refine_model252_ZINC95485942_uff_E=2346.92,-4.3,1.634,1.343
refine_model252_ZINC95486325_uff_E=511.30,-4.7,2.238,1.344
refine_model252_ZINC95485957_uff_E=372.52,-4.4,5.547,1.345
refine_model252_ZINC95486164_uff_E=588.59,-5.2,2.792,1.345
refine_model252_ZINC95486169_uff_E=407.82,-4.6,3.344,1.345
refine_model252_ZINC14594077_uff_E=377.45,-4.0,2.122,1.346
refine_model252_ZINC00035525_uff_E=518.02,-5.0,5.994,1.348
refine_model252_ZINC01642327_uff_E=409.16,-6.2,5.392,1.349
refine_model252_ZINC31168265_uff_E=362.26,-5.5,3.278,1.35
refine_model252_ZINC95485968_uff_E=726.11,-1.3,1.939,1.351
refine_model252_ZINC95486332_uff_E=518.19,-4.2,8.951,1.352
refine_model252_ZINC95486374_uff_E=419.78,-5.6,1.996,1.352
refine_model252_ZINC14780240_uff_E=330.96,-5.0,6.612,1.353
refine_model252_ZINC95485923_uff_E=385.85,-4.1,3.254,1.354
refine_model252_ZINC95486322_uff_E=486.04,-4.3,1.577,1.354
refine_model252_ZINC00035525_uff_E=518.02,-5.0,5.192,1.355
refine_model252_ZINC95486256_uff_E=562.55,-5.1,12.897,1.357
refine_model252_ZINC95486355_uff_E=443.69,-4.3,2.063,1.357
refine_model252_ZINC13537539_uff_E=585.45,-5.4,3.086,1.358
refine_model252_ZINC00120283_uff_E=319.57,-5.2,1.648,1.359
refine_model252_ZINC95486034_uff_E=295.96,-7.0,10.431,1.359
refine_model252_ZINC95485955_uff_E=380.31,-4.6,5.583,1.36
refine_model252_ZINC95486035_uff_E=333.48,-5.7,11.071,1.36
refine_model252_ZINC13372804_uff_E=650.14,-5.3,2.556,1.361
refine_model252_ZINC14641747_uff_E=440.86,-3.5,1.684,1.362
refine_model252_ZINC85967772_uff_E=394.95,-5.4,2.034,1.362
refine_model252_ZINC95485950_uff_E=211.64,-5.5,1.836,1.362
refine_model252_ZINC95486035_uff_E=333.48,-6.5,1.841,1.364
refine_model252_ZINC00039811_uff_E=82.58,-4.9,1.843,1.365
refine_model252_ZINC05452752_uff_E=457.96,-2.3,6.467,1.365
